,Occurrence number,Emoji description,Typicality
😍,1246,:smiling_face_with_heart-eyes:,0.10605192376542927
😂,1006,:face_with_tears_of_joy:,-0.22776817104399366
❤️,1634,:red_heart:,-0.42525586682594724
